title,date,venue,price,link,date_and_time,location,artists
Treeboy & Arc,mer. 14 févr.,Supersonic,Gratuit,https://dice.fm/event/3xawl-treeboy-arc-14th-feb-supersonic-paris-tickets,"mer. 14 févr., 19:00","9 Rue Biscornet, 75012 Paris, France","Butterfly Bulldozer, TREEBOY & ARC"
Desert Smoke + Tigerleech + Slowbot,mer. 14 févr.,L'international,8 €,https://dice.fm/event/o7obg-desert-smoke-tigerleech-slowbot-14th-feb-linternational-paris-tickets,"mer. 14 févr., 19:00","5 Rue Moret, 75011 Paris, France",
Concert  • Sirens of Lesbos,mer. 14 févr.,Le Mazette,"11,50 €",https://dice.fm/event/68e53-concert-sirens-of-lesbos-14th-feb-le-mazette-paris-tickets,"mer. 14 févr., 19:30","69 Port de la Rapée, 75012 Paris, France",Sirens of Lesbos
Edouard Bielle,mer. 14 févr.,La Maroquinerie,,https://dice.fm/event/awpm7-edouard-bielle-14th-feb-la-maroquinerie-paris-tickets,"mer. 14 févr., 19:30","23 Rue Boyer, 75020 Paris, France",Edouard Bielle
At Mos + Fabergé Falls,mer. 14 févr.,POPUP!,"5,61 €",https://dice.fm/event/8qnp7-at-mos-faberg-falls-14th-feb-popup-paris-tickets,"mer. 14 févr., 20:00","14 Rue Abel, 75012 Paris, France","At Mos, Fabergé Falls"
Loscil & Lawrence English + Guest,mer. 14 févr.,Petit Bain,19 €,https://dice.fm/event/ar952-loscil-lawrence-english-guest-14th-feb-petit-bain-paris-tickets,"mer. 14 févr., 20:00","7 Port de la Gare, 75013 Paris, France","Lawrence English, Loscil"
Loose Articles,jeu. 15 févr.,Supersonic,Gratuit,https://dice.fm/event/rk9ew-loose-articles-15th-feb-supersonic-paris-tickets,"jeu. 15 févr., 19:00","9 Rue Biscornet, 75012 Paris, France",
H-Burns,jeu. 15 févr.,La Marbrerie,"16,53 €",https://dice.fm/event/5rpll-h-burns-15th-feb-la-marbrerie-paris-tickets,"jeu. 15 févr., 19:00","21 Rue Alexis Lepere, 93100 Montreuil, France",H‐Burns
Deena Abdelwahed présente 'JBAL RRSAS' live,jeu. 15 févr.,La Gaité Lyrique,"28,25 €",https://dice.fm/event/865x5-deena-abdelwahed-prsente-jbal-rrsas-live-15th-feb-la-gait-lyrique-paris-tickets,"jeu. 15 févr., 19:30","3bis Rue Papin, 75003 Paris, France",Deena Abdelwahed
Brique Argent,jeu. 15 févr.,La Boule Noire,"15,88 €",https://dice.fm/event/pb6g8-brique-argent-15th-feb-la-boule-noire-paris-tickets,"jeu. 15 févr., 19:30","120 Boulevard de Rochechouart, 75018 Paris, France",brique argent
YADAM,jeu. 15 févr.,FGO-Barbara,16 €,https://dice.fm/event/e85g2-yadam-15th-feb-fgo-barbara-paris-tickets,"jeu. 15 févr., 19:30","1 Rue Fleury, 75018 Paris, France","YADAM, YADAM"
A Savage,jeu. 15 févr.,La Maroquinerie,20 €,https://dice.fm/event/emnl6-a-savage-15th-feb-la-maroquinerie-paris-tickets,"jeu. 15 févr., 19:30","23 Rue Boyer, 75020 Paris, France",A. Savage
Gonzaï Night x Le Turc Mécanique : Echec et mat,jeu. 15 févr.,Petit Bain,16 €,https://dice.fm/event/lx7ww-gonza-night-x-le-turc-mcanique-echec-et-mat-15th-feb-petit-bain-paris-tickets,"jeu. 15 févr., 19:30","7 Port de la Gare, 75013 Paris, France",
@,ven. 16 févr.,Supersonic Records,"13,50 €",https://dice.fm/event/oamom--16th-feb-supersonic-records-paris-tickets,"ven. 16 févr., 19:00","9 Rue Biscornet, 75012 Paris, France",@
Clementine Valentine + Constant Smiles,ven. 16 févr.,Supersonic,Gratuit,https://dice.fm/event/7b2ob-clementine-valentine-constant-smiles-16th-feb-supersonic-paris-tickets,"ven. 16 févr., 19:00","9 Rue Biscornet, 75012 Paris, France","Constant Smiles, Clementine Valentine"
Shobee & Madd,ven. 16 févr.,La Gaité Lyrique,23 €,https://dice.fm/event/n6rl3-shobee-madd-16th-feb-la-gait-lyrique-paris-tickets,"ven. 16 févr., 19:30","3bis Rue Papin, 75003 Paris, France",
"Platform: DC, Cristale",ven. 16 févr.,La Place,"14,80 €",https://dice.fm/event/r86gy-platform-dc-cristale-16th-feb-la-place-paris-tickets,"ven. 16 févr., 20:00","10 Passage de la Canopée, 75001 Paris, France","Cristale, DC"
fish narc,ven. 16 févr.,La Boule Noire,"14,73 €",https://dice.fm/event/rkdkv-fish-narc-16th-feb-la-boule-noire-paris-tickets,"ven. 16 févr., 20:00","120 Boulevard de Rochechouart, 75018 Paris, France","Première Partie, Fish Narc"
HOTEL LUX + Guest,ven. 16 févr.,Point Ephémère,17 €,https://dice.fm/event/8q2p7-hotel-lux-guest-16th-feb-point-ephmre-paris-tickets,"ven. 16 févr., 20:00","200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",Hotel Lux
Carnaval de Rio avec la roda de Samba Zabumba,ven. 16 févr.,La Marbrerie,"À partir de 7,72 €",https://dice.fm/event/mgaov-carnaval-de-rio-avec-la-roda-de-samba-zabumba-16th-feb-la-marbrerie-paris-tickets,"ven. 16 févr., 20:00","21 Rue Alexis Lepere, 93100 Montreuil, France","Roberto Moreno, Timbo"
CORBYN x LXX,sam. 17 févr.,La Place,"À partir de 33,99 €",https://dice.fm/event/b7mgk-corbyn-x-lxx-17th-feb-la-place-paris-tickets,"sam. 17 févr., 18:00","10 Passage de la Canopée, 75001 Paris, France","Corbyn, LXX"
Noah Guthrie + Roofman,sam. 17 févr.,Supersonic Records,"16,50 €",https://dice.fm/event/kd7m8-noah-guthrie-roofman-17th-feb-supersonic-records-paris-tickets,"sam. 17 févr., 19:00","9 Rue Biscornet, 75012 Paris, France","Roofman, Noah Guthrie"
Southall,sam. 17 févr.,Supersonic,Gratuit,https://dice.fm/event/959y6-southall-17th-feb-supersonic-paris-tickets,"sam. 17 févr., 19:00","9 Rue Biscornet, 75012 Paris, France",Read Southall Band
Meule + Guest,sam. 17 févr.,Petit Bain,18 €,https://dice.fm/event/qpy7a-meule-guest-17th-feb-petit-bain-paris-tickets,"sam. 17 févr., 19:00","7 Port de la Gare, 75013 Paris, France",MEULE
Clément Matrat,sam. 17 févr.,La Boule Noire,"15,88 €",https://dice.fm/event/9r8an-clment-matrat-17th-feb-la-boule-noire-paris-tickets,"sam. 17 févr., 19:30","120 Boulevard de Rochechouart, 75018 Paris, France",Clément Matrat
Dara,sam. 17 févr.,FGO-Barbara,17 €,https://dice.fm/event/qwm3p-dara-17th-feb-fgo-barbara-paris-tickets,"sam. 17 févr., 19:30","1 Rue Fleury, 75018 Paris, France","Dara, Dara"
Roy Woods,sam. 17 févr.,La Machine du Moulin Rouge,"31,20 €",https://dice.fm/event/2yxbm-roy-woods-17th-feb-la-machine-du-moulin-rouge-paris-tickets,"sam. 17 févr., 19:30","90 Boulevard de Clichy, 75018 Paris, France",Roy Woods
Helena Deland + Clara Mann,sam. 17 févr.,Le Hasard Ludique,"16,83 €",https://dice.fm/event/aqkkq-helena-deland-clara-mann-17th-feb-le-hasard-ludique-paris-tickets,"sam. 17 févr., 20:00","128 Avenue de Saint-Ouen, 75018 Paris, France","Clara Mann, Helena Deland"
Brunch : Les Douces Cordes,dim. 18 févr.,Péniche Marcounet,Gratuit,https://dice.fm/event/qprva-brunch-les-douces-cordes-18th-feb-pniche-marcounet-paris-tickets,"dim. 18 févr., 12:00 UTC+1","Port de l'Hotel de Ville, Paris 75004","Romain Brizemur, Caroline Cartier"
Ella Grace,dim. 18 févr.,Supersonic Records,"13,50 €",https://dice.fm/event/a57b2-ella-grace-18th-feb-supersonic-records-paris-tickets,"dim. 18 févr., 19:00","9 Rue Biscornet, 75012 Paris, France",Ella Grace
Miles Kane,lun. 19 févr.,La Cigale,33 €,https://dice.fm/event/dpw6o-miles-kane-19th-feb-la-cigale-paris-tickets,"lun. 19 févr., 19:30","120 Boulevard de Rochechouart, 75018 Paris, France","Miles Kane, The Royston Club"
Empress Of,lun. 19 févr.,La Boule Noire,17 €,https://dice.fm/event/25v77-empress-of-19th-feb-la-boule-noire-paris-tickets,"lun. 19 févr., 20:00","120 Boulevard de Rochechouart, 75018 Paris, France","Première partie, Empress Of"
Mary Lattimore,mar. 20 févr.,La Boule Noire,"16,83 €",https://dice.fm/event/xo7nl-mary-lattimore-20th-feb-la-boule-noire-paris-tickets,"mar. 20 févr., 19:30","120 Boulevard de Rochechouart, 75018 Paris, France","Première partie, Mary Lattimore"
Ms Nina,mar. 20 févr.,Badaboum,"20,20 €",https://dice.fm/event/gqyr5-ms-nina-20th-feb-badaboum-paris-tickets,"mar. 20 févr., 19:30","2B Rue des Taillandiers, 75011 Paris, France",Ms Nina
FLYTE,mar. 20 févr.,Point Ephémère,22 €,https://dice.fm/event/9k5v7-flyte-20th-feb-point-ephmre-paris-tickets,"mar. 20 févr., 20:30","200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",Flyte
Zimmerman,mer. 21 févr.,Supersonic,Gratuit,https://dice.fm/event/566od-zimmerman-21st-feb-supersonic-paris-tickets,"mer. 21 févr., 19:00","9 Rue Biscornet, 75012 Paris, France",Zimmerman
okis & mani deïz,mer. 21 févr.,La Boule Noire,18 €,https://dice.fm/event/lk6lx-okis-mani-dez-21st-feb-la-boule-noire-paris-tickets,"mer. 21 févr., 19:30","120 Boulevard de Rochechouart, 75018 Paris, France","Okis, Mani Deïz"
Planet Giza,mer. 21 févr.,POPUP!,"14,20 €",https://dice.fm/event/wp9gp-planet-giza-21st-feb-popup-paris-tickets,"mer. 21 févr., 20:00","14 Rue Abel, 75012 Paris, France",Planet Giza
Emlyn,mer. 21 févr.,La Maroquinerie,20 €,https://dice.fm/event/8l9g7-emlyn-21st-feb-la-maroquinerie-paris-tickets,"mer. 21 févr., 20:00","23 Rue Boyer, 75020 Paris, France",Emlyn
Yin Yin + Guest,mer. 21 févr.,Petit Bain,19 €,https://dice.fm/event/7b399-yin-yin-guest-21st-feb-petit-bain-paris-tickets,"mer. 21 févr., 20:00","7 Port de la Gare, 75013 Paris, France",Yin Yin
Zeitgeist Freedom Energy Exchange,jeu. 22 févr.,POPUP!,"14,79 €",https://dice.fm/event/68778-zeitgeist-freedom-energy-exchange-22nd-feb-popup-paris-tickets,"jeu. 22 févr., 20:00","14 Rue Abel, 75012 Paris, France",
Searows,jeu. 22 févr.,Le Hasard Ludique,"18,13 €",https://dice.fm/event/r8mlw-searows-22nd-feb-le-hasard-ludique-paris-tickets,"jeu. 22 févr., 20:00","128 Avenue de Saint-Ouen, 75018 Paris, France","Première partie, Searows"
Frankie Stew & Harvey Gunn,jeu. 22 févr.,Trabendo,"21,32 €",https://dice.fm/event/emq9o-frankie-stew-harvey-gunn-22nd-feb-trabendo-paris-tickets,"jeu. 22 févr., 20:00","Parc de la Villette, 211 Avenue Jean Jaurès, 75019 Paris","Première partie, Frankie Stew & Harvey Gunn"
strongboi,ven. 23 févr.,Supersonic Records,"23,50 €",https://dice.fm/event/m9xdw-strongboi-23rd-feb-supersonic-records-paris-tickets,"ven. 23 févr., 19:00","9 Rue Biscornet, 75012 Paris, France",strongboi
KaS Product Reload et Guerre Froide,ven. 23 févr.,Trabendo,25 €,https://dice.fm/event/pdokk-kas-product-reload-et-guerre-froide-23rd-feb-trabendo-paris-tickets,"ven. 23 févr., 19:00","Parc de la Villette, 211 Avenue Jean Jaurès, 75019 Paris","Guerre Froide, KaS Product"
Bakari,ven. 23 févr.,La Boule Noire,"18,95 €",https://dice.fm/event/rkqwy-bakari-23rd-feb-la-boule-noire-paris-tickets,"ven. 23 févr., 19:30","120 Boulevard de Rochechouart, 75018 Paris, France",Bakari
PIP BLOM + Personal Trainer,ven. 23 févr.,Point Ephémère,"À partir de 17,92 €",https://dice.fm/event/28vq6-pip-blom-personal-trainer-23rd-feb-point-ephmre-paris-tickets,"ven. 23 févr., 20:00","200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France","Pip Blom, Personal Trainer"
Anna Mieke,ven. 23 févr.,POPUP!,"13,60 €",https://dice.fm/event/dobr6-anna-mieke-23rd-feb-popup-paris-tickets,"ven. 23 févr., 20:00","14 Rue Abel, 75012 Paris, France",Anna Mieke
ZIAK,ven. 23 févr.,Le Zénith Paris - La Villette,"39,50 €",https://dice.fm/event/6wwv7-ziak-23rd-feb-le-znith-paris-la-villette-paris-tickets,"ven. 23 févr., 20:00","211 Avenue Jean Jaurès, 75019 Paris, France",ZIAK
Spike Hellis,ven. 23 févr.,L'international,"13,56 €",https://dice.fm/event/oa88g-spike-hellis-23rd-feb-linternational-paris-tickets,"ven. 23 févr., 20:30","5 Rue Moret, 75011 Paris, France",Spike Hellis
Meltheads + Here Comes the Flood,sam. 24 févr.,Supersonic,Gratuit,https://dice.fm/event/lxrex-meltheads-here-comes-the-flood-24th-feb-supersonic-paris-tickets,"sam. 24 févr., 19:00","9 Rue Biscornet, 75012 Paris, France","Here Comes the Flood, Meltheads"
Beach Fossils,sam. 24 févr.,Trabendo,"23,57 €",https://dice.fm/event/5boay-beach-fossils-24th-feb-trabendo-paris-tickets,"sam. 24 févr., 19:00","Parc de la Villette, 211 Avenue Jean Jaurès, 75019 Paris",Beach Fossils
IAMDDB,sam. 24 févr.,Élysée Montmartre,"36,70 €",https://dice.fm/event/7bvb7-iamddb-24th-feb-lyse-montmartre-paris-tickets,"sam. 24 févr., 19:30","72 Boulevard de Rochechouart, 75018 Paris, France",IAMDDB
Pops,sam. 24 févr.,La Boule Noire,10 €,https://dice.fm/event/8lq5v-pops-24th-feb-la-boule-noire-paris-tickets,"sam. 24 févr., 19:30","120 Boulevard de Rochechouart, 75018 Paris, France",Pops
Snow Strippers,sam. 24 févr.,Le Hasard Ludique,26 €,https://dice.fm/event/685eb-snow-strippers-24th-feb-le-hasard-ludique-paris-tickets,"sam. 24 févr., 20:00","128 Avenue de Saint-Ouen, 75018 Paris, France",Snow Strippers
Brunch : William Chabbey & Gilles Barykosky,dim. 25 févr.,Péniche Marcounet,Gratuit,https://dice.fm/event/xy533-brunch-william-chabbey-gilles-barykosky-25th-feb-pniche-marcounet-paris-tickets,"dim. 25 févr., 12:00 UTC+1","Port de l'Hotel de Ville, Paris 75004","William Chabbey, Gilles Barikosky"
Sunday Tribute - The Smiths,dim. 25 févr.,Supersonic,Gratuit,https://dice.fm/event/ky928-sunday-tribute-the-smiths-25th-feb-supersonic-paris-tickets,"dim. 25 févr., 19:00","9 Rue Biscornet, 75012 Paris, France",
Joy Oladokun,dim. 25 févr.,Badaboum,20 €,https://dice.fm/event/3xyel-joy-oladokun-25th-feb-badaboum-paris-tickets,"dim. 25 févr., 20:00","2B Rue des Taillandiers, 75011 Paris, France",Joy Oladokun
Speedy Ortiz,lun. 26 févr.,Supersonic,Gratuit,https://dice.fm/event/d2k8g-speedy-ortiz-26th-feb-supersonic-paris-tickets,"lun. 26 févr., 19:00","9 Rue Biscornet, 75012 Paris, France",Speedy Ortiz
Fabiana Palladino,lun. 26 févr.,La Boule Noire,17 €,https://dice.fm/event/gq2wa-fabiana-palladino-26th-feb-la-boule-noire-paris-tickets,"lun. 26 févr., 19:30","120 Boulevard de Rochechouart, 75018 Paris, France",Fabiana Palladino
Alexandra Stréliski,lun. 26 févr.,Église Saint-Eustache,"28,33 €",https://dice.fm/event/lx6gp-alexandra-strliski-26th-feb-glise-saint-eustache-paris-tickets,"lun. 26 févr., 20:00","2 Impasse Saint-Eustache, 75001 Paris, France",Alexandra Stréliski
Vapour Trail : Cruush + Yeahrs + The Youth Club,mar. 27 févr.,Supersonic,Gratuit,https://dice.fm/event/qpyv9-vapour-trail-cruush-yeahrs-the-youth-club-27th-feb-supersonic-paris-tickets,"mar. 27 févr., 19:00","9 Rue Biscornet, 75012 Paris, France","The Youth Club, Yeahrs, cruush"
Charlie Motto,mar. 27 févr.,La Boule Noire,14 €,https://dice.fm/event/a589v-charlie-motto-27th-feb-la-boule-noire-paris-tickets,"mar. 27 févr., 19:30","120 Boulevard de Rochechouart, 75018 Paris, France",Charlie Motto
"Les Inrocks Festival : Lucie Antunes ""Amazing Carnaval""",mar. 27 févr.,Le 104,"33,99 €",https://dice.fm/event/exkbo-les-inrocks-festival-lucie-antunes-amazing-carnaval-27th-feb-le-104-paris-tickets,"mar. 27 févr., 19:30","5 Rue Curial, 75019 Paris, France",Lucie Antunes
Later. (Full Live Band),mar. 27 févr.,La Cigale,"29,50 €",https://dice.fm/event/l92op-later-full-live-band-27th-feb-la-cigale-paris-tickets,"mar. 27 févr., 20:00","120 Boulevard de Rochechouart, 75018 Paris, France",Later.
Frankie Rose + SRSQ,mer. 28 févr.,Supersonic Records,"14,50 €",https://dice.fm/event/oan7m-frankie-rose-srsq-28th-feb-supersonic-records-paris-tickets,"mer. 28 févr., 19:00","9 Rue Biscornet, 75012 Paris, France","srsq, Frankie Rose"
Austin TV + Bombataz,mer. 28 févr.,Supersonic,Gratuit,https://dice.fm/event/arbr7-austin-tv-bombataz-28th-feb-supersonic-paris-tickets,"mer. 28 févr., 19:00","9 Rue Biscornet, 75012 Paris, France","Bombataz, Austin TV"
Crystal Fighters,mer. 28 févr.,Trabendo,"34,50 €",https://dice.fm/event/b7oqg-crystal-fighters-28th-feb-trabendo-paris-tickets,"mer. 28 févr., 19:30","Parc de la Villette, 211 Avenue Jean Jaurès, 75019 Paris",Crystal Fighters
Martha Da'ro,mer. 28 févr.,La Boule Noire,17 €,https://dice.fm/event/pnamw-martha-daro-28th-feb-la-boule-noire-paris-tickets,"mer. 28 févr., 20:00","120 Boulevard de Rochechouart, 75018 Paris, France",Martha Da'Ro
Hooveriii + Pachyman,mer. 28 févr.,Point Ephémère,"19,04 €",https://dice.fm/event/mg7v9-hooveriii-pachyman-28th-feb-point-ephmre-paris-tickets,"mer. 28 févr., 20:00","200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France","Hooveriii, Pachyman"
CAMO: Paris,mer. 28 févr.,La Bellevilloise,"À partir de 28,50 €",https://dice.fm/event/37egx-camo-paris-28th-feb-la-bellevilloise-paris-tickets,"mer. 28 févr., 20:00","19 Rue Boyer, 75020 Paris, France","CAMO, DJ Yungricain"
bdrmm + 1ère partie,mer. 28 févr.,Petit Bain,20 €,https://dice.fm/event/pbqnp-bdrmm-1re-partie-28th-feb-petit-bain-paris-tickets,"mer. 28 févr., 20:00","7 Port de la Gare, 75013 Paris, France",bdrmm
VONFELT,mer. 28 févr.,POPUP!,"13,06 €",https://dice.fm/event/9req7-vonfelt-28th-feb-popup-paris-tickets,"mer. 28 févr., 21:00","14 Rue Abel, 75012 Paris, France",VONFELT
Gavin James,jeu. 29 févr.,Supersonic Records,"25,50 €",https://dice.fm/event/m9wkl-gavin-james-29th-feb-supersonic-records-paris-tickets,"jeu. 29 févr., 19:00","9 Rue Biscornet, 75012 Paris, France",Gavin James
Melingo,jeu. 29 févr.,La Marbrerie,"24,24 €",https://dice.fm/event/od9bm-melingo-29th-feb-la-marbrerie-paris-tickets,"jeu. 29 févr., 19:00","21 Rue Alexis Lepere, 93100 Montreuil, France",Melingo
Zesau,jeu. 29 févr.,La Place,17 €,https://dice.fm/event/n5b58-zesau-29th-feb-la-place-paris-tickets,"jeu. 29 févr., 19:30","10 Passage de la Canopée, 75001 Paris, France",Zesau
Les Inrocks Festival : The Libertines,jeu. 29 févr.,Le Centquatre,"67,98 €",https://dice.fm/event/oa8km-les-inrocks-festival-the-libertines-29th-feb-le-centquatre-paris-tickets,"jeu. 29 févr., 19:30","5 Rue Curial, 75019 Paris, France",The Libertines
Jelani Blackman,jeu. 29 févr.,Le Hasard Ludique,"19,70 €",https://dice.fm/event/wm38x-jelani-blackman-29th-feb-le-hasard-ludique-paris-tickets,"jeu. 29 févr., 20:00","128 Avenue de Saint-Ouen, 75018 Paris, France",Jelani Blackman
Fox Stevenson (live),jeu. 29 févr.,DOCK B,17 €,https://dice.fm/event/wpkor-fox-stevenson-live-29th-feb-dock-b-paris-tickets,"jeu. 29 févr., 20:00","1 Place de la Pointe, 93500 Pantin, France",Fox Stevenson
Gavin James,ven. 1 mars,Supersonic Records,"25,50 €",https://dice.fm/event/9kvy7-gavin-james-1st-mar-supersonic-records-paris-tickets,"ven. 1 mars, 19:00","9 Rue Biscornet, 75012 Paris, France",Gavin James
Slift,ven. 1 mars,La Cigale,"24,20 €",https://dice.fm/event/kymk8-slift-1st-mar-la-cigale-paris-tickets,"ven. 1 mars, 19:30","120 Boulevard de Rochechouart, 75018 Paris, France",SLIFT
SOUS LE RADAR - Vendredi,ven. 1 mars,Point Ephémère,"20,16 €",https://dice.fm/event/b72ro-sous-le-radar-vendredi-1st-mar-point-ephmre-paris-tickets,"ven. 1 mars, 19:30","200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",
SOUS LE RADAR - Pass 2 Jours,1 mars - 3 mars,Point Ephémère,33 €,https://dice.fm/event/b72rx-sous-le-radar-pass-2-jours-1st-mar-point-ephmre-paris-tickets,1 mars - 3 mars,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",
Les Inrocks Festival : Fat Dog + Gwendoline + Lambrini Girls,ven. 1 mars,Le 104,"33,99 €",https://dice.fm/event/v23bv-les-inrocks-festival-fat-dog-gwendoline-lambrini-girls-1st-mar-le-104-paris-tickets,"ven. 1 mars, 19:30","5 Rue Curial, 75019 Paris, France",
BELMONDO DEADJAZZ,ven. 1 mars,Le Plan,"16,83 €",https://dice.fm/event/r8bvy-belmondo-deadjazz-1st-mar-le-plan-paris-tickets,"ven. 1 mars, 20:00","1 Avenue Louis Aragon, 91130 Ris-Orangis, France","BELMONDO DEAD JAZZ, Jean-Philippe Dary"
Maëlle,ven. 1 mars,EMB Sannois,"22,01 €",https://dice.fm/event/rdo7w-malle-1st-mar-emb-sannois-paris-tickets,"ven. 1 mars, 20:30","2 Rue du Président Georges Pompidou, 95110 Sannois, France",Maëlle
SOUS LE RADAR - Samedi,2 mars - 3 mars,Point Ephémère,"20,16 €",https://dice.fm/event/3x7al-sous-le-radar-samedi-2nd-mar-point-ephmre-paris-tickets,2 mars - 3 mars,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",
Les Inrocks Festival : Carte blanche à Étienne Daho avec Faux Real + Bracco + Unloved,sam. 2 mars,Le Centquatre,"33,99 €",https://dice.fm/event/lk8gl-les-inrocks-festival-carte-blanche-tienne-daho-avec-faux-real-bracco-unloved-2nd-mar-le-centquatre-paris-tickets,"sam. 2 mars, 19:30","5 Rue Curial, 75019 Paris, France",
DJ KRUSH + Guest,sam. 2 mars,Petit Bain,26 €,https://dice.fm/event/dpx96-dj-krush-guest-2nd-mar-petit-bain-paris-tickets,"sam. 2 mars, 19:30","7 Port de la Gare, 75013 Paris, France",DJ KUSH
Casisdead,sam. 2 mars,Trabendo,"24,69 €",https://dice.fm/event/n5vqq-casisdead-2nd-mar-trabendo-paris-tickets,"sam. 2 mars, 20:00","Parc de la Villette, 211 Avenue Jean Jaurès, 75019 Paris",
