Event Title,Date,Heure,Venue Name,Price,Event Link,Location,Artists,Genres,Organizer
Sacré présente Funky French League Takeover 5 Years Birthday,2023-12-30,23:00 à 06:00,Sacré,"10,00 €",https://shotgun.live/events/sacre-presente-funky-french-league-take-over-5-years-birthday,"142 Rue Montmartre, 75002 Paris, France",FUNKY FRENCH LEAGUE,"disco, disco house, italo disco, funk, house",Sacré
Pronoïa organise ton Pré-nouvel an,2023-12-30,23:00 à 06:00,Les Caves Saint-Sabin,"6,99 €",https://shotgun.live/events/pronoia-organise-ton-nouvel-an,"50 Rue St Sabin, 75011 Paris, France","Blossom up, Pantheer, Travis.P","techno, tech house",Les Caves Saint Sabin
SUBMERSION - Contre courant,2023-12-30,19:00 à 05:00,Panic Room,Gratuit,https://shotgun.live/events/submersion-contre-courant,"101 Rue Amelot, 75011 Paris, France","Palimpseste, MARCHANDAZING, DJ Reb’s, LU[K]","house, breakbeat, techno",Panic Room
NIGHT LIFE #3 - GURU CLUB,2023-12-30,23:00 à 05:00,Non mentionné,Gratuit,https://shotgun.live/events/night-life-3-guru-club,"36 Bd de la Bastille, 75012 Paris, France",,"alternative dance, dance, club, electro, edm",guru paris
Suce ton pote#49,2023-12-30,20:00 à 02:00,Non mentionné,"15,99 €",https://shotgun.live/events/suce-ton-pote-49,"2 Rue Louis Bertrand, 94200 Ivry-sur-Seine, France",,"hip hop, house",LaddictedBar
"Disko Maghreb 30/12 ~ Clubbing Arabic, Oriental, Maghreb !",2023-12-30,23:05 à 05:00,Punk Paradise,"8,99 €",https://shotgun.live/events/disko-maghreb-30-12-clubbing-arabic-oriental-maghreb,"44 Rue de la Folie Méricourt, 75011 Paris, France","Cucurucho Groovalizacion, Groovalizacion","world music, electronica, techno, club",Groovalizacion
CRYSTAL PALACE,2023-12-30,23:59 à 07:00,Le Magnum Klub,"7,99 €",https://shotgun.live/events/crystal-palace,"56 Rue de la Fontaine au Roi, 75011 Paris, France","k0uci, ̶o̶_̶u̶_̶r̶_̶i̶_, SHA.DOW, Nibelheim, BigTMusic","techno, acid techno, hard techno, psytrance, melodic house & techno",Magnum Klub
SKYWALKER NYE KICK OFF PARTY,2023-12-30,23:00 à 02:00,Silencio des Prés,"15,00 €",https://shotgun.live/events/skywalker-nye-kick-off-party,"22 Rue Guillaume Apollinaire, 75006 Paris, France",,"hip hop, afrobeat, trap",Silencio Des Prés
Tropical Discoteq,2023-12-30,20:00 à 02:00,METAXU,Gratuit,https://shotgun.live/events/tropical-discoteq,"Place de la Pointe, 93500 Pantin, France",Emile Omar,"afro house, afrobeat",Metaxu Pantin
Reggaeton party sur les toits de paris club,2023-12-30,23:00 à 05:00,Tout le Monde en Parle restaurant festif club,"15,99 €",https://shotgun.live/events/reggaeton-party-sur-les-toits-de-paris-club,"4 Rue du Départ, 75015 Paris, France",Dj Alkior,"reggaeton, salsa, hip hop, world music, brazilian",jean BOURBON
After O'Clock : BYE 2023 PART I,2023-12-30,05:00 à 16:00,Glazart,"5,00 €",https://shotgun.live/events/after-o-clock-bye-2023-part-i,"7 Av. de la Prte de la Villette, 75019 Paris, France","Camille Rodriguez, MR BONUS, DAHER, Glazart",techno,GLAZART
OMARHABA - GNAWA & DESERT MUSIC w/ Live & DJs,2023-12-30,c From 8:00 PM To 5:00 AM,Non mentionné,"8,50 €",https://shotgun.live/events/omarhaba-gnawa-desert-music-w-live-d-js,Lieu secret,,world music,Groovalizacion
LA + GROSSE SOIREE HIP HOP DE FRANCE START GAME EPISODE 12,2023-12-30,22:00 à 05:00,Bridge Club,"10,99 €",https://shotgun.live/events/la-grosse-soiree-hip-hop-de-france-start-game-episode-12,"3 Port des Champs-Élysées, 75008 Paris, France",,,BK PRODUCTIONS
Mustang · Couple Looking For Bananas,2023-12-30,23:00 à 07:00,À la folie,"10,50 €",https://shotgun.live/events/mustang-los-angeles-berlin-paris,"A la Folie - Folie L2 - Parc de, 26 Av. Corentin Cariou, 75019 Paris, France","Massimiliano Pagliara, Luigi Di Venere, Chris Cruse","house, acid house, tech house, progressive house, italo disco",À la folie paris
"NUAGE W/ NANDU, ASSAYAG VS OHM VISION, SACH & DIOP",2023-12-30,23:00 à 06:00,Silencio Club,"10,00 €",https://shotgun.live/events/nuage-w-assayag-vs-ohm-sach-diop,"142 Rue Montmartre, 75002 Paris, France","Nandu (Official), Ohm Vision, Matteo Diop, Assayag","electro, house",Silencio Club
NEXUS : LUCA AGNELLI (Extended Set) | WILLIAM LUCK | LOR&LEI,2023-12-30,23:00 à 07:00,Nexus,"7,99 €",https://shotgun.live/events/nexus-luca-agnelli-extended-set-william-luck-lor-lei,"100 Av. du Général Leclerc, 93500 Pantin, France","Luca Agnelli, WILLIAM LUCK, LOR&LEI","techno, hard techno, acid techno, german techno, hardcore",Nexus
Black Market Underground Party,2023-12-30,23:00 à 05:00,Non mentionné,"24,99 €",https://shotgun.live/events/black-market-underground-party,Lieu secret,,"k-pop, funk, edm, tech house, electro",404+PARIS.ENTERTAINMENT
LESS DRAMA MORE TECHNO #44,2023-12-30,23:59 à 07:00,Nouveau Casino,"18,00 €",https://shotgun.live/events/less-drama-more-techno-44,"109 Rue Oberkampf, 75011 Paris, France","Yonti, DMN, Hugo Prime, BEN MANSON",techno,LDMT events
Rex Club Presents : Harrison BDP b2b Black Loops ANL,2023-12-30,23:59 à 07:00,Rex Club,"15,80 €",https://shotgun.live/events/rex-club-presents-harrison-bdp-b-2-b-black-loops-anl,"5 Bd Poissonnière, 75002 Paris, France","Harrison BDP, Black Loops","house, electro",REX CLUB
Préveillon Latino,2023-12-30,23:00 à 05:30,La Bellevilloise,"11,00 €",https://shotgun.live/events/preveillon-latino,"19-21 Rue Boyer, 75020 Paris, France",,"salsa, reggaeton, baile funk",LA BELLEVILLOISE
MEDUSA,2023-12-30,23:00 à 07:00,La Péniche Cinéma - Le Baruda,"12,98 €",https://shotgun.live/events/medusa,"59 Bd Macdonald, 75019 Paris, France","Cov', Gabriel Tiné, Weakness, MøMø, Erb@",,SDK
Club — Leo Pol (+) Victor Petroï (+) AMS b2b Cogan,2023-12-30,23:30 à 07:00,Badaboum,"13,49 €",https://shotgun.live/events/club-leo-pol-victor-petroi-more,"2 bis Rue des Taillandiers, 75011 Paris, France","Leo Pol, Victor Petroï","house, deep house, breakbeat",BADABOUM
SeX.a.Pill techno at Atomic Cat,2023-12-30,19:00 à 02:00,Atomic Cat,"5,99 €",https://shotgun.live/events/se-x-a-pill-techno-at-atomic-cat,"6 Pass. Thiéré, 75011 Paris, France","techno-blondy, XtraTaki, Psyber Angel, H.I.A","techno, deep techno, german techno, hard techno",SeXaPill
We poppin - Brille comme jamais,2023-12-30,23:00 à 05:00,Non mentionné,"15,99 €",https://shotgun.live/events/we-poppin-brille-comme-jamais,"34 Rue du Départ, 75015 Paris, France",,,B2S events
NEW YEAR'S EVE 2024 @ ALMA CLUB,2023-12-31,23:00 à 05:00,Alma Club Montaigne,"105,00 €",https://shotgun.live/events/new-year-s-eve-2024-alma-club,"15 Av. Montaigne, 75008 Paris, France",,"house, afro house, deep house, tech house",Alma Club
AQUARIUM'S NEW YEAR TOUR EIFFEL 2024,2023-12-31,21:00 à 05:00,Chez Moune,"60,99 €",https://shotgun.live/events/aquarium-s-new-year-tour-eiffel-2024,"54 Rue Jean-Baptiste Pigalle, 75009 Paris, France",Kmelone Djk,"hip hop, house, electro, r&b, pop",Noctambuzz
Réveillon ROOFTOP OXYGEN PARIS : Vue Feu d'Artifice,2023-12-31,21:00 à 05:30,Nodd Oxygen,"76,99 €",https://shotgun.live/events/reveillon-rooftop-oxygen-paris-vue-feu-d-artifice,"2 Espl. du Général de Gaulle, 92800 Courbevoie, France",,"pop, hip hop, r&b, electro, house, disco",Noctambuzz
RÉVEILLON ROOFTOP CLUB PANORAMIQUE D'EXCEPTION 2024,2023-12-31,22:00 à 05:00,Cœur Sacré,"72,45 €",https://shotgun.live/events/reveillon-rooftop-club-panoramique-d-exception-2024,"5 Rue Saint-Éleuthère, 75018 Paris, France",,,BK PRODUCTIONS
REVEILLON ROOFTOP BOAT CLUB DELUXE LE FLOW ALEXANDRE III,2023-12-31,22:00 à 05:00,Le Flow,"82,95 €",https://shotgun.live/events/reveillon-rooftop-boat-club-deluxe-le-flow-alexandre-iii,"4 Port des Invalides, 75007 Paris, France",,,BK PRODUCTIONS
LA BOAT PARTY DES ANNÉES 80s 90s- FACE A NOTRE DAME DE PARIS,2023-12-31,22:00 à 05:00,Non mentionné,"40,95 €",https://shotgun.live/events/la-boat-party-des-annees-80-s-90-s-face-a-notre-dame-de-paris,"35 Quai de la Tournelle, 75005 Paris, France",,,CHRIS MITCHELL
Make It Hard for 2024,2023-12-31,22:00 à 06:00,L'International,"6,99 €",https://shotgun.live/events/make-it-hard-for-2024,"5/7 Rue Moret, 75011 Paris, France","Malva, Rocca, Camila Rodhes, S'il Te Plaît Bruno, Æter","techno, ebm, hard techno",CARE/MESS
G New year Eve 2024,2023-12-31,22:30 à 06:00,Non mentionné,"630,00 €",https://shotgun.live/events/g-new-year-eve-2024,"4 Rue du Fort de la Briche, 93200 Saint-Denis, France",DJ FLEXTOUCH,"hip hop, afrobeat, r&b, afro house, house",Kamal Diarra
She's in Parties du Jour de l'an - Le Klub,2023-12-31,23:00 à 06:00,Le Klub,"15,99 €",https://shotgun.live/events/she-s-in-parties-du-jour-de-l-an-le-klub,"14 Rue Saint-Denis, 75001 Paris, France",KlassX,"new wave, goth, industrial, synthwave, post-punk",Le KLub
SUPER NOUVEL AN - Réveillon Festif,2023-12-31,21:00 à 05:00,O' Chupito Shots Bar,"21,00 €",https://shotgun.live/events/super-nouvel-an-reveillon-festif,"46 Rue des Lombards, 75001 Paris, France",,,PartyEvents
BOAT DELUXE TOUR EIFFEL PARTY NEW YEAR VUE PANORAMIQUE,2023-12-31,22:00 à 05:00,Bal de la Marine,"63,00 €",https://shotgun.live/events/boat-deluxe-tour-eiffel-party-new-year-vue-panoramique,"Port de Suffren, 75007 Paris, France",,,BK PRODUCTIONS
La 31 DÉCEMBRE PARTY - Nouvel An,2023-12-31,21:00 à 05:00,Hide Pub / Club Châtelet,"21,00 €",https://shotgun.live/events/la-31-decembre-party-nouvel-an,"46 Rue des Lombards, 75001 Paris, France",,,PartyEvents
Nouvel An Cagole Nomade,2023-12-31,22:00 à 05:00,Le Hasard Ludique,,https://shotgun.live/events/nouvel-an-cagole-nomade,"128 Av. de Saint-Ouen, 75018 Paris, France",Sugar Tantine,"club, baile funk, dancehall, afro house, jersey club, trap",Le Hasard Ludique
Mavs club Celeste mafia Nouvel an,2023-12-31,23:00 à 06:00,Maison Rouge,"9,99 €",https://shotgun.live/events/mavs-club-celeste-mafia-nouvel-an,"17 Rte de Maison Rouge, 77310 Saint-Fargeau-Ponthierry, France",,"rap, afro house, afrobeat, reggaeton, r&b",mavs Club
NEW YEAR EVE @freshtouch,2023-12-31,23:00 à 06:00,Boum Boum,"73,50 €",https://shotgun.live/events/new-year-eve-freshtouch,"37 Av. de Friedland, 75008 Paris, France",,"afrobeat, hip hop",Stargazing Group
Dimanche 31 Décembre - NEW YEAR EVE @ CRYSTAL PARIS,2023-12-31,22:00 à 07:00,Crystal Paris,"52,50 €",https://shotgun.live/events/dimanche-31-decembre-new-year-eve,"51 Rue de Ponthieu, 75008 Paris, France",,,CLUB CRYSTAL PARIS
NOUVEL AN au MOVIDA - NEW YEAR EVE at MOVIDA,2023-12-31,22:00 à 05:00,MOVIDA CLUB PARIS,"21,00 €",https://shotgun.live/events/nouvel-an-au-movida-new-year-eve-at-movida,"32 Av. Corentin Cariou, 75019 Paris, France",,,MovidaClubParis
LE PLUS GRAND REVEILLON DE FRANCE + 2500 PERSONNES AU BRIDGE,2023-12-31,22:00 à 05:00,Bridge Club,"40,95 €",https://shotgun.live/events/le-plus-grand-reveillon-de-france-2000-personnes-au-bridge,"3 Port des Champs-Élysées, 75008 Paris, France",Paul-Kéranne,,BK PRODUCTIONS
LA GIGI SPECIAL NYE,2023-12-31,22:00 à 06:00,Silencio des Prés,"20,00 €",https://shotgun.live/events/la-gigi-special-nye,"22 Rue Guillaume Apollinaire, 75006 Paris, France","Mikano, Yassine Stein, Camporeale, parisiennegyal, DARLEAN, Tysha Cee, Rebequita","electro, house, pop",Silencio Des Prés
Nouvel An caliente,2023-12-31,22:00 à 05:30,Poinçon Paris,"31,50 €",https://shotgun.live/events/nouvel-an-caliente,"124 Av. du Général Leclerc, 75014 Paris, France",Captain Cumbia,"salsa, reggaeton",Poinçon Paris
ZAKEAZY EVENT SPECIAL NOUVEL AN 2024,2023-12-31,22:00 à 05:00,Le Domaine du Rocher,"31,50 €",https://shotgun.live/events/zakeazy-event-special-nouvel-an-2024,"Chem. de l'Aubergé, 77123 Noisy-sur-École, France",,,Zakeazy Event
PRIVATE NEW YEAR LUXURY HOTEL PARTICULIER CLUB GEORGES V,2023-12-31,22:00 à 05:00,La Calavados,"61,95 €",https://shotgun.live/events/private-new-year-luxury-hotel-particulier-club-georges-v,"40 Av. Pierre 1er de Serbie, 75008 Paris, France",,,BK PRODUCTIONS
"LE PLUS GRAND REVEILLON LATINO DE FRANCE - UNIQUE, MAGIQUE !",2023-12-31,22:00 à 05:00,Nouveau Chalet du Lac,"51,45 €",https://shotgun.live/events/le-plus-grand-reveillon-latino-de-france-unique-magique,"Orée du Bois de Vincennes, Avenue de Bel Air, 75012 Paris, France",,,BK PRODUCTIONS
NYE AT CHEZ TANIA CLUB - PARIS,2023-12-31,00:00 à 06:00,Non mentionné,"75,00 €",https://shotgun.live/events/nye-at-chez-tania-club-paris,"25 Rue de Richelieu, 75001 Paris, France",,"afrobeat, hip hop, drill, r&b, rap, dancehall",Chez Tania
New Year Party : Black & White,2023-12-31,23:00 à 05:00,Seguin Sound,"26,00 €",https://shotgun.live/events/new-year-party-black-white,"1, Parvis de l'Île Seguin, 92100, Île Seguin, 92100 Boulogne-Billancourt, France",,"disco, hip hop, pop, dance, r&b",SEGUIN SOUND
After O'Clock : BYE 2023 PART II,2023-12-31,05:00 à 16:00,Glazart,"5,00 €",https://shotgun.live/events/after-o-clock-bye-2023-part-ii,"7 Av. de la Prte de la Villette, 75019 Paris, France","Benales, Master Seb, MANUE_G, Glazart",techno,GLAZART
LE BAL DE FIN D'ANNEE 2024 by ASIANHYPE,2023-12-31,22:30 à 05:00,Le Salon des Miroirs,"39,99 €",https://shotgun.live/events/le-bal-de-fin-d-annee-2024-by-asianhype,"13 Pass. Jouffroy, 75009 Paris, France",,"r&b, afrobeat, hip hop, house, k-pop",ASIANHYPE
Sivilizasyon x MiD NYE Part.II,2023-12-31,19:00 à 05:00,Les Apaches,,https://shotgun.live/events/sivilizasyon-x-mi-d-nye-part-ii,"99 Rue de Ménilmontant, 75020 Paris, France","evajane, Helkah (LK), 400 Coups, Minuit","melodic house & techno, tech house",Mid Records
PRESTIGE NEW YEAR ELYSEUM ARC VIP CLUB FEU D'ARTIFICE GEANT,2023-12-31,22:00 à 05:00,Non mentionné,"42,00 €",https://shotgun.live/events/prestige-new-year-elyseum-arc-vip-club-feu-d-artifice-geant,"20 Rue Quentin-Bauchart, 75008 Paris, France",,,BK PRODUCTIONS
Le Nouvel An - Chez Prince,2023-12-31,23:30 à 05:30,Non mentionné,"21,00 €",https://shotgun.live/events/le-nouvel-an-chez-prince,"18 Rue des Quatre Vents, 75006 Paris, France",,"ambient, club, dance",Kevin LS
Club Reveillons saint sylvestre sur les toits de paris,2023-12-31,23:04 à 05:00,Tout le Monde en Parle restaurant festif club,"52,50 €",https://shotgun.live/events/reveillons-saint-sylvestre-sur-les-toits-de-paris,"4 Rue du Départ, 75015 Paris, France",Dj Alkior,"club, dance, reggaeton, salsa, afrobeat",jean BOURBON
We BALLIN By 808 Party,2023-12-31,23:00,Non mentionné,,https://shotgun.live/events/we-ballin-by-808-party,"33 Rue des Petits Champs, 75001 Paris, France",,"hip hop, r&b, trap, afrobeat",L’ŒIL
CLUB REVEILLON  SAINT SYLVESTRE PARIS,2023-12-31,23:00 à 07:00,The J'Club,"21,00 €",https://shotgun.live/events/club-reveillon-saint-sylvestre-paris,"20 Rue de Lappe, 75011 Paris, France",,"club, disco, disco house, dancehall, dance, brazilian",jerome jarrige
HAPPy NEw YEAr,2023-12-31,23:00 à 07:00,Le Magnum Klub,"7,99 €",https://shotgun.live/events/hap-py-n-ew-ye-ar,"56 Rue de la Fontaine au Roi, 75011 Paris, France","LOŮ, SHA.DOW, Hemei, Juss Lewiski, EnMoD Armada","acid techno, hard techno, melodic house & techno, techno",Magnum Klub
VS SHOW NEW YEAR,2023-12-31,22:30 à 06:00,Non mentionné,"31,50 €",https://shotgun.live/events/vs-show-new-year,"51 Rue de Ponthieu, 75008 Paris, France",,"rap, afro house, drill",Vs Show
NEW YEAR @CHEZMOUNE - SUNDAY 31.12,2023-12-31,22:00 à 06:00,Chez Moune,"51,45 €",https://shotgun.live/events/new-year-chezmoune-sunday-31-12,"54 Rue Jean-Baptiste Pigalle, 75009 Paris, France",,"disco, disco house, house, pop",Chez Moune Paris
Fullnafull New Year Eve at G club,2023-12-31,22:00 à 06:00,Non mentionné,"367,50 €",https://shotgun.live/events/fullnafull-new-year-eve-at-g-club,"4 Rue du Fort de la Briche, 93200 Saint-Denis, France",,,Fullnafull Paris
Favela: Le plus grand reveillon Latino de France !,2023-12-31,22:00 à 05:30,Nouveau Chalet du Lac,"52,50 €",https://shotgun.live/events/favela-le-plus-grand-reveillon-latino-de-france,"Orée du Bois de Vincennes, Avenue de Bel Air, 75012 Paris, France",,"reggaeton, baile funk",Vibes event
Favela : happy New Year !,2023-12-31,22:00 à 06:00,Nouveau Chalet du Lac,"52,50 €",https://shotgun.live/events/favela-happy-new-year,"Orée du Bois de Vincennes, Avenue de Bel Air, 75012 Paris, France",,"baile funk, reggaeton, afrobeat, dancehall, hip hop",MAJORS PROD
NEW YEAR PARADISE NEW YEAR THE BIG PARTY 2024 + 2000 PERS,2023-12-31,22:00 à 05:00,Carré Montparnasse,"47,25 €",https://shotgun.live/events/new-year-paradise-new-year-the-big-party-2024-2000-pers,"34-36 Rue du Départ, 75015 Paris, France",,,BK PRODUCTIONS
NEW YEAR PRESTIGE BIG PARTY ALEXANDRE III NEW YEAR 2024 FEU,2023-12-31,22:00 à 05:00,Faust,"57,75 €",https://shotgun.live/events/new-year-prestige-big-party-alexandre-iii-new-year-2024-feu,"Rive Gauche, Pont Alexandre III, 75007 Paris, France",,,BK PRODUCTIONS
PARADISE NEW YEAR BIG PARTY 2024 LE + GRAND LOFT CLUB EUROPE,2023-12-31,22:00 à 05:00,Palais Maillot Paris,"61,95 €",https://shotgun.live/events/paradise-new-year-big-party-2024-le-grand-loft-club-europe,"2 Pl de la Prte Maillot, 75017 Paris, France",Grégory Wilde,,BK PRODUCTIONS
"Dynastie, happy New Year !",2023-12-31,22:00 à 06:00,Non mentionné,"31,50 €",https://shotgun.live/events/dynastie-happy-new-year,"49 Rue de Ponthieu, 75008 Paris, France",,"afro house, afrobeat, hip hop, rap, trap",MAJORS PROD
Nouvel An From Paris,2023-12-31,22:00 à 06:00,Non mentionné,"52,50 €",https://shotgun.live/events/nouvel-an-from-paris,"49 Rue de Ponthieu, 75008 Paris, France",,,Level Paris
LE REVEILLON DES ANNÉES 80 : La boum 100% années 80 en 2024,2023-12-31,22:00 à 06:00,Chez Moune,"50,99 €",https://shotgun.live/events/le-reveillon-des-annees-80-la-boum-100-annees-80-en-2024,"54 Rue Jean-Baptiste Pigalle, 75009 Paris, France",Jeff de Schilton,"pop, pop rock, dance, disco, italo disco, rock",Noctambuzz
VIP ULTIMATE CLUB NEW YEAR 2024 PARTY + DE 800 PERSONNES,2023-12-31,22:00 à 05:00,Angie,"57,75 €",https://shotgun.live/events/vip-ultimate-club-new-year-2024-party-de-800-personnes,"105 Rue du Faubourg Saint-Honoré, 75008 Paris, France",,,BK PRODUCTIONS
REVEILLON ROYAL MANOIR PAVILLON DES ETANGS PARIS 16EME,2023-12-31,22:00 à 05:00,Les Pavillons des Etangs,"42,00 €",https://shotgun.live/events/reveillon-royal-manoir-pavillon-des-etangs-paris-16-eme,"50 Rte de l'Étoile, 75116 Paris, France",,,BK PRODUCTIONS
CRAZY BOAT PARTY NEW YEAR 2024 SUR LA SEINE ( BATEAU CLUB ),2023-12-31,22:00 à 05:00,Péniche Le Quai,"61,95 €",https://shotgun.live/events/crazy-boat-party-new-year-2024-sur-la-seine-bateau-club,"5 Quai Valéry Giscard d'Estaing, 75007 Paris, France",,,BK PRODUCTIONS
REVEILLON VIP MAGIC CLUB « CHAMPS ÉLYSÉES » FEU ARTIFICE,2023-12-31,22:00 à 05:00,Les Planches,"57,75 €",https://shotgun.live/events/reveillon-vip-magic-club-champs-elysees-feu-artifice,"40 Rue du Colisée, 75008 Paris, France",,,BK PRODUCTIONS
Feliz Ano Novo 2024 - Nouvel An Brésilien à Paris,2023-12-31,21:00 à 06:00,Non mentionné,"20,00 €",https://shotgun.live/events/feliz-ano-novo-2024-nouvel-an-de-rio,"24 Rue Malmaison, 93170 Bagnolet, France",,brazilian,Folioes Unidos
Nouvel An INTERWORLD - L'Odyssée 2024,2023-12-31,20:00 à 05:00,La Miroiterie - Espace culturel de la ZAC Ivry-Confluences,"31,50 €",https://shotgun.live/events/nouvel-an-interworld-l-odyssee-2024,"110 Bd Paul Vaillant Couturier, 94200 Ivry-sur-Seine, France","ʙᴀʟᴀɢᴀɴ, Bobbi Watson, daphicha, AGRAADO","hard groove, trance, techno, minimal techno, disco, bass house",AzarKosepela
